Order_ID,Product,Category,Price,Quantity,Discount,Region,Payment_Mode,Customer_Rating,Sales_Date,,
13038,Laptop,Electronics,88937.67,4,0.1,South,UPI,4.5,1/15/2023,,
14823,Phone,Furniture,22293.75,12,0.1,North,Cash,3.9,March 5 2023,,
12573,Chair,Electronics,52082.59,10,,,Debit Card,5,1/10/2023,,
10464,Monitor,,86000.05,-1,,NORTH,,3,,,
14209,Phone,Electronics,16300.86,11,0.1,,Debit Card,1.8,March 5 2023,,
12727,Desk,Furniture,53852.12,6,?,south,Debit Card,3.3,,,
10320,Mouse,,24244.54,12,0.2,south,Debit Card,5.6,March 5 2023,,
11610,Monitor,Furniture,74380.64,-2,0.1,NORTH,Cash,5,March 5 2023,,
11013,Phone,,7768.02,3,0.05,South,upi,4.9,1/10/2023,,
13389,Tablet,,97183.37,-1,ten,South,upi,4.9,1/15/2023,,
10341,Headphones,,40558.32,1,ten,,,5.8,1/10/2023,,
11732,Monitor,Furniture,66580.62,10,0.1,NORTH,Debit Card,2.2,,,
10871,Desk,,38544.65,-1,,East,Debit Card,2.5,,,
14948,Headphones,Accessories,98726.19,9,0,East,UPI,3.7,1/15/2023,,
10227,Phone,Accessories,72993.55,2,0.1,West,Cash,1.3,1/15/2023,,
12706,Headphones,Furniture,86814.12,8,,South,,4.9,,,
9228,Printer,,75615.07,6,ten,south,UPI,4.6,March 5 2023,,
13938,Desk,Electronics,86374.49,-1,0,North,Credit Card,5.9,1/15/2023,,
10782,Phone,Accessories,31108.02,9,0.2,NORTH,Credit Card,5.4,,,
11971,,Furniture,7636.85,10,,NORTH,Cash,3.7,,,
12455,Monitor,,2471.15,8,?,NORTH,upi,2.8,1/10/2023,,
9742,Laptop,Electronics,69943.65,-1,?,NORTH,Debit Card,1.6,March 5 2023,,
14126,Laptop,Electronics,9703.92,3,,East,upi,4.7,1/15/2023,,
14768,Keyboard,,54244.28,9,0.2,south,Debit Card,3.4,,,
11103,Tablet,Electronics,45976.33,4,,south,Debit Card,5.4,1/15/2023,,
10023,Tablet,Furniture,-724.13,9,?,North,upi,3.5,,,
9722,Phone,Electronics,61143.01,11,0.05,NORTH,Credit Card,5,March 5 2023,,
11258,Tablet,Accessories,58510.15,14,0,south,upi,4.6,March 5 2023,,
10441,Monitor,Accessories,43522.96,7,ten,South,,3.6,1/10/2023,,
12426,Chair,Accessories,66866.71,-1,0,NORTH,,3,March 5 2023,,
10576,Headphones,,10311.04,1,0,East,Cash,1.7,,,
12529,Headphones,Furniture,77253.5,3,0.1,West,Cash,4,,,
12766,Desk,Electronics,72414.2,12,0.2,NORTH,,4.3,March 5 2023,,
14121,Chair,Accessories,89571.05,-1,0.05,,Credit Card,3.9,1/10/2023,,
12845,Desk,Furniture,38656.29,12,0.05,West,Cash,2.1,March 5 2023,,
9507,Monitor,Accessories,73837.75,3,0,North,UPI,4.4,1/15/2023,,
11333,Phone,Furniture,41309.07,0,ten,NORTH,UPI,5.4,1/15/2023,,
10592,Monitor,,456.44,5,,North,Credit Card,4.3,,,
14474,Headphones,,51620.74,9,,NORTH,UPI,2.9,1/15/2023,,
10651,,,67419.2,8,0,NORTH,Debit Card,3,,,
9134,Headphones,Accessories,42477.38,2,0.2,East,Cash,2.8,,,
13411,Printer,Electronics,32896.23,12,0.05,NORTH,UPI,3.1,,,
12586,Mouse,Furniture,18403.98,4,,south,Credit Card,2.6,1/15/2023,,
11794,Mouse,,91673.02,2,0.1,East,Cash,4,1/10/2023,,
11893,,Accessories,29610.92,10,ten,West,upi,5.4,1/15/2023,,
13423,Laptop,,32754.98,3,0.2,NORTH,,2.2,1/10/2023,,
13674,Headphones,Accessories,-768.34,-2,0,South,Credit Card,5.7,1/10/2023,,
10182,Printer,Accessories,15903.15,5,?,East,UPI,5,1/15/2023,,
13525,Phone,,9290.82,-1,0.2,East,UPI,5.7,March 5 2023,,
12026,Keyboard,,62852.35,-2,0.1,NORTH,Credit Card,5.9,,,
10627,Desk,Electronics,68925.67,11,0,South,,3.7,,,
12148,Monitor,,45871.77,8,ten,south,Debit Card,4.4,,,
10051,Mouse,Accessories,99230.55,1,ten,East,Credit Card,4.6,March 5 2023,,
11029,Keyboard,,67822.43,11,0.2,South,,3.6,1/15/2023,,
10641,,Accessories,40103.39,1,ten,East,upi,2,March 5 2023,,
13875,Laptop,Electronics,94088.39,13,0,North,Debit Card,5.4,1/10/2023,,
9713,,Electronics,69246.66,-2,0.05,South,,2.5,,,
12150,,,21287.31,1,0.1,NORTH,Cash,2.2,1/15/2023,,
14304,Keyboard,,94200.48,0,ten,south,UPI,4.4,,,
9195,Headphones,Furniture,89127.76,1,0.1,NORTH,Credit Card,4.1,1/10/2023,,
14190,Printer,Furniture,6630.81,-2,0,South,UPI,3.1,March 5 2023,,
13814,Keyboard,Electronics,77928.83,1,0.05,south,upi,3.6,1/15/2023,,
10707,Laptop,Furniture,95989.16,8,?,East,Cash,3.3,March 5 2023,,
11946,Desk,Furniture,15321.95,13,ten,North,Cash,4.5,1/10/2023,,
11498,Desk,Furniture,81043.89,-2,0,south,Debit Card,4,1/10/2023,,
12835,Monitor,Accessories,39544.23,2,?,south,upi,3.4,1/15/2023,,
13397,Tablet,Electronics,76191.66,12,,south,Credit Card,3.4,,,
13769,Chair,Electronics,4973.09,8,0.05,East,upi,1.6,1/10/2023,,
10136,Headphones,Accessories,91340.15,7,0.2,south,Cash,2.5,1/10/2023,,
13784,,Electronics,93636.12,7,0.2,south,UPI,3.4,March 5 2023,,
13465,Tablet,,30565.94,3,?,North,Cash,5.5,March 5 2023,,
10113,Tablet,Accessories,27150.75,11,0,south,Debit Card,2.3,1/15/2023,,
10739,,Electronics,13502.95,5,0.05,south,upi,3.3,,,
12609,Headphones,Accessories,46724.65,10,0.1,NORTH,Credit Card,4.8,,,
14917,Desk,Furniture,37967.81,-2,0.1,NORTH,Debit Card,5.4,1/10/2023,,
14062,Chair,Accessories,71065.42,10,?,,Debit Card,5.3,1/10/2023,,
10521,Headphones,Furniture,25003.99,-1,0.2,,UPI,1.4,1/15/2023,,
12559,Desk,Electronics,63023.1,10,0.1,,Credit Card,5.8,March 5 2023,,
13012,Phone,Furniture,86324.11,9,ten,South,upi,3.2,1/15/2023,,
14907,Mouse,Electronics,31615.26,8,?,South,UPI,1.9,March 5 2023,,
11219,Mouse,Accessories,56714.64,9,0.2,south,,2,1/15/2023,,
14280,Desk,Accessories,65955.21,13,0.1,East,Debit Card,1.9,,,
9831,Tablet,Electronics,40137.67,3,?,West,,3.8,1/10/2023,,
14680,Tablet,,64074.86,7,0.1,North,UPI,2.2,,,
9377,Mouse,Furniture,67782.77,14,0,West,upi,4.3,,,
9474,Laptop,Electronics,96993.03,0,0.05,North,Debit Card,2.6,1/10/2023,,
10352,Keyboard,Electronics,70207.8,8,0,NORTH,UPI,4.8,,,
11931,Tablet,Accessories,78326.89,5,?,South,Credit Card,3.7,1/15/2023,,
12240,,Accessories,31884.44,3,0.2,,Credit Card,3.1,1/10/2023,,
11522,Desk,,56803.64,-1,,NORTH,UPI,2,March 5 2023,,
11614,Headphones,Furniture,23131.69,9,0.05,,Cash,2.3,,,
14061,Headphones,,69501.9,8,0.05,South,Cash,2.3,March 5 2023,,
11383,Keyboard,Accessories,56650.84,7,ten,,Cash,2.5,1/15/2023,,
10704,Headphones,Electronics,17549.5,11,0.2,West,Cash,5.4,1/15/2023,,
9188,Headphones,Furniture,84368.25,3,0.2,,upi,3.1,1/15/2023,,
9079,,,78955.25,2,0.05,NORTH,Cash,1.6,March 5 2023,,
9063,Tablet,Furniture,16094.44,12,0,,upi,4.5,,,
14783,Tablet,Electronics,1951.34,2,ten,West,Debit Card,3.6,,,
12831,Keyboard,Electronics,7015.33,6,ten,North,UPI,4.1,1/15/2023,,
11167,Printer,,58093.93,10,0.2,south,,5.6,1/10/2023,,
14021,Laptop,Furniture,46468.16,1,0,West,Cash,5.8,1/10/2023,,
11568,Headphones,Furniture,12238.21,12,,North,,5.6,,,
9332,Chair,,13865.92,6,0.1,NORTH,Credit Card,1.3,,,
13061,Phone,Electronics,59140.95,4,ten,East,UPI,1.6,,,
9741,Printer,Furniture,18498.12,11,0.2,West,upi,3,March 5 2023,,
9716,Keyboard,Electronics,7761.05,6,?,south,Debit Card,3.1,March 5 2023,,
10955,Laptop,Electronics,45196.29,5,0.2,NORTH,Cash,4.4,,,
13503,Tablet,,92149.57,0,0,North,Credit Card,2.6,1/15/2023,,
9328,Chair,,69555.48,1,0.2,West,Credit Card,5.3,March 5 2023,,
14286,Headphones,Furniture,6030.03,0,ten,South,upi,1.4,1/10/2023,,
11397,Monitor,,61738.23,0,,south,,1,1/15/2023,,
9172,Desk,Accessories,80165.6,10,0,,upi,2.2,March 5 2023,,
13417,Tablet,Accessories,70836.02,10,ten,,upi,2.6,March 5 2023,,
9665,Desk,Accessories,93468.21,7,0.05,West,UPI,1.3,March 5 2023,,
10260,Tablet,Electronics,6163.73,3,0.05,North,Debit Card,4.6,1/10/2023,,
11866,Chair,Furniture,31348.04,9,0,NORTH,,4.7,,,
13368,Headphones,Accessories,38546.68,4,,West,,4,1/15/2023,,
9701,Chair,,65134.3,1,ten,East,Cash,4.4,1/10/2023,,
11761,Tablet,,75900.44,0,,south,Credit Card,4.3,,,
9162,,Electronics,13868.62,1,?,South,Credit Card,5.3,1/10/2023,,
12582,Mouse,Furniture,78134.32,11,?,south,,3.3,1/10/2023,,
14243,Keyboard,,93471.34,11,ten,North,Debit Card,4.7,1/10/2023,,
13854,,Furniture,20741.81,1,0,NORTH,UPI,4.5,1/15/2023,,
13827,Mouse,,85941.21,13,0.2,,Debit Card,2.8,,,
11374,Chair,Furniture,49464.89,14,0.05,,Debit Card,2.9,March 5 2023,,
13296,,Electronics,75539.72,4,0.1,East,Debit Card,5.6,March 5 2023,,
13624,Desk,Furniture,60111.21,7,0,NORTH,upi,5.8,1/10/2023,,
12350,Monitor,Electronics,84482.09,0,0.2,South,Credit Card,1,1/10/2023,,
14516,Headphones,Accessories,29178.06,11,0.2,North,,4.1,1/10/2023,,
14842,Desk,Furniture,29145.43,12,0.2,south,,2.5,,,
10086,Monitor,Electronics,58476.52,-2,0,North,,3.9,1/15/2023,,
10524,Tablet,Furniture,23247.01,5,0.2,,upi,1.1,1/10/2023,,
12528,,Electronics,81809.51,13,0.2,NORTH,UPI,2.1,1/10/2023,,
14541,Printer,Electronics,75814.63,8,?,South,Credit Card,5.1,March 5 2023,,
10820,,,53917.54,10,0.05,East,Cash,1.9,1/15/2023,,
13828,Keyboard,Accessories,97771.82,13,ten,East,Credit Card,4.9,March 5 2023,,
9243,Monitor,Accessories,69408.18,4,0.1,,,4.3,1/15/2023,,
11784,Mouse,Furniture,18580.87,6,ten,South,Credit Card,3.6,March 5 2023,,
13866,Desk,,62849.26,4,?,NORTH,upi,5.4,,,
10209,Mouse,Electronics,1385.89,12,0.1,NORTH,UPI,4.9,March 5 2023,,
12326,Chair,,6301.62,1,0,East,Debit Card,3.8,,,
10857,Laptop,Furniture,54932.39,13,?,West,UPI,2.8,1/10/2023,,
14196,,Furniture,60125.75,11,0.05,,,2.9,March 5 2023,,
14898,Laptop,,30017.25,-2,0.2,south,Debit Card,4.9,1/15/2023,,
12219,Chair,Accessories,7887.37,3,0.1,NORTH,UPI,1.2,,,
14114,Mouse,Furniture,-573.42,11,0.05,West,UPI,4.7,,,
13834,Tablet,Accessories,87372.82,6,ten,NORTH,Debit Card,3.3,1/15/2023,,
11987,Headphones,Electronics,84040.38,7,?,south,,4.1,,,
14001,Printer,Electronics,75307.4,-1,0.1,South,upi,4.2,1/10/2023,,
13277,Keyboard,,13001.37,9,,East,Credit Card,4.9,,,
9788,Laptop,,17942.48,8,0.05,West,UPI,5.3,March 5 2023,,
14460,Phone,Furniture,13913.57,4,0.1,East,,3.8,1/10/2023,,
14116,Desk,,4318.93,6,0.2,East,,2.4,March 5 2023,,
14348,Phone,,73987.78,8,0.2,,UPI,4.4,March 5 2023,,
9019,Keyboard,Electronics,95782.06,10,0,,UPI,1.2,March 5 2023,,
10640,Laptop,Furniture,21477.94,4,0.2,East,Credit Card,4.3,1/10/2023,,
10528,Tablet,Furniture,25451.48,-1,?,,Credit Card,3.8,,,
13953,,Accessories,49387.4,6,?,North,Credit Card,4.4,1/10/2023,,
14072,Tablet,Accessories,92395.35,-2,0,East,upi,4.3,1/15/2023,,
11984,Monitor,,-896.67,14,?,North,Cash,4.9,,,
10905,Monitor,Furniture,4405.82,12,0,East,Cash,4.2,,,
12313,Keyboard,,46862.02,-1,0,South,Cash,5.9,1/10/2023,,
13699,Laptop,,81890.57,1,0.2,NORTH,,3,1/15/2023,,
11069,Phone,Accessories,3538.48,4,,West,Credit Card,3.8,1/10/2023,,
12202,Mouse,Electronics,14375.46,7,ten,,,3.5,1/15/2023,,
11299,,,66852.73,9,0.2,,Credit Card,3.4,1/15/2023,,
9948,Mouse,Furniture,38285.73,8,,West,Cash,2.7,1/15/2023,,
13338,,Accessories,11235.21,14,0.2,,upi,2.1,,,
14549,Phone,Electronics,98674.86,8,?,South,UPI,1.7,March 5 2023,,
10095,Printer,Electronics,27127.4,2,0.1,North,Cash,5.4,1/15/2023,,
9444,Monitor,Electronics,37527.68,0,0.05,NORTH,UPI,4.6,March 5 2023,,
9640,Chair,,2454.37,9,0.2,NORTH,Debit Card,2.5,1/10/2023,,
10490,Headphones,Accessories,25898.29,10,,West,Debit Card,2.4,March 5 2023,,
10935,Chair,Electronics,2326.21,12,0,South,Debit Card,4.9,1/15/2023,,
12679,Printer,Electronics,30764.49,9,?,North,UPI,4.7,,,
12123,Laptop,Electronics,4578.01,13,0.2,south,,3.8,March 5 2023,,
14920,Chair,Furniture,76599.64,10,0.2,south,Debit Card,4.1,1/15/2023,,
9459,Mouse,,69246.98,0,?,East,UPI,2,,,
11986,,,97560.86,14,0.05,West,Cash,3.5,March 5 2023,,
11531,Monitor,,23779.6,12,?,West,UPI,2.1,March 5 2023,,
9415,Keyboard,Electronics,74387.13,5,ten,NORTH,Debit Card,5.4,,,
10648,Chair,Furniture,93550.54,14,?,West,Credit Card,4.6,,,
13067,Chair,Electronics,53060.45,0,0.05,West,Debit Card,1.5,1/15/2023,,
13321,Headphones,Accessories,51327.23,13,0.2,East,UPI,1.4,1/15/2023,,
9183,Printer,Electronics,63366.87,7,0.2,NORTH,Credit Card,5,March 5 2023,,
14774,Chair,Electronics,95072.76,0,ten,West,Debit Card,1.8,1/15/2023,,
9587,Phone,Electronics,61929.67,-1,,West,,2.8,,,
9625,Chair,Furniture,34190.4,0,0.2,West,Cash,5.1,1/10/2023,,
13808,Desk,Accessories,95906.93,10,0.05,West,Cash,2.6,1/15/2023,,
10115,Monitor,Accessories,7253.69,5,?,,Credit Card,4.1,March 5 2023,,
13225,Keyboard,Furniture,35932.44,3,ten,NORTH,UPI,3.6,1/15/2023,,
14762,Desk,Furniture,38394.26,0,0,NORTH,Credit Card,3.9,March 5 2023,,
11431,Phone,Electronics,18451.14,12,?,East,UPI,3.5,1/15/2023,,
13507,Laptop,Furniture,38786.16,1,0.1,,upi,4.6,1/15/2023,,
10406,Chair,,9142.85,8,0.05,North,Cash,1.4,March 5 2023,,
10749,Tablet,Electronics,13228.64,5,ten,,UPI,5.9,,,
13950,Laptop,Electronics,68257.35,10,?,North,Debit Card,1.7,1/10/2023,,
11996,Chair,Electronics,80007.03,9,0.05,,Cash,4.3,1/15/2023,,
9735,Chair,Electronics,34306.45,3,,North,upi,1.2,March 5 2023,,
11933,Chair,,55757.11,0,0,south,Debit Card,1.6,1/10/2023,,
9562,Mouse,Accessories,56500.01,8,0,,,5.3,1/15/2023,,
12579,Chair,,54429.72,14,?,East,upi,4.5,,,
10276,Headphones,Furniture,43138.72,7,?,,upi,3.1,1/15/2023,,
13105,Keyboard,Furniture,45396.8,0,0.1,North,Cash,3.1,1/15/2023,,
14618,Printer,Electronics,51138.71,14,0.2,,Credit Card,5.9,1/15/2023,,
11116,Tablet,,48438,-2,0.2,,,4.4,1/15/2023,,
13298,Keyboard,,66923.56,1,,West,Debit Card,1.8,1/10/2023,,
11534,Headphones,,30407.96,3,?,North,UPI,1.4,,,
10836,Headphones,,87424.45,-2,ten,,Debit Card,4.2,1/10/2023,,
9746,Tablet,Electronics,24315.25,10,0.05,NORTH,UPI,5.2,1/15/2023,,
11355,Chair,Electronics,41736.57,0,0.2,South,Credit Card,2,,,
14458,Monitor,Electronics,43384.13,9,0,West,Credit Card,1.6,1/15/2023,,
14258,Laptop,Accessories,55764.27,11,0,South,Cash,1.2,1/10/2023,,
11519,Laptop,Accessories,84573.27,12,ten,,UPI,2.3,1/10/2023,,
11838,Tablet,Accessories,94017.79,14,ten,East,Cash,3,,,
13243,Desk,Accessories,27063.98,11,,East,Cash,4.9,1/10/2023,,
12854,Mouse,,83188.12,-1,0.2,West,UPI,1.9,1/15/2023,,
9336,Monitor,Electronics,97067.71,0,,south,,2.2,1/10/2023,,
12224,Mouse,Furniture,91400.84,-1,,West,Debit Card,1.1,,,
13934,Phone,Accessories,19960.91,11,0.1,,Cash,2.3,March 5 2023,,
10335,Phone,Electronics,31623.06,7,0.1,West,Cash,2.8,1/15/2023,,
13978,Tablet,,22417.6,12,ten,West,,1.5,1/10/2023,,
9279,Phone,,31315.36,13,0,East,,3.3,1/10/2023,,
10661,Desk,Accessories,13156.78,10,,West,Credit Card,1.9,March 5 2023,,
13745,,Electronics,21561.58,-1,0,West,,1.1,1/10/2023,,
14009,Monitor,Furniture,64494.44,0,ten,,upi,5,1/15/2023,,
12787,Headphones,Electronics,25321.31,0,0.1,NORTH,UPI,5.9,1/10/2023,,
12668,Monitor,Accessories,65932.15,13,,North,,5.3,1/10/2023,,
9876,Phone,,77456.65,14,0,,UPI,3.2,1/15/2023,,
13512,Desk,,91215.51,2,?,North,Credit Card,2.4,1/15/2023,,
11956,Headphones,Furniture,25700.98,2,?,south,,3.8,,,
11086,Tablet,,29248.04,12,0.1,south,UPI,2.7,,,
13112,Mouse,,69953.37,13,ten,south,Cash,6,March 5 2023,,
11972,Monitor,Electronics,25079.44,8,0.2,North,Credit Card,4.6,1/10/2023,,
14901,Desk,,75023.96,9,ten,West,UPI,1.2,March 5 2023,,
9138,Keyboard,,57385.59,12,0.1,North,Debit Card,4.7,March 5 2023,,
12476,Desk,Electronics,89562.36,6,0.1,West,upi,5.8,,,
9830,Phone,Accessories,27050.21,12,ten,south,Credit Card,1.5,1/10/2023,,
13448,Mouse,Electronics,83836.63,12,0.05,East,upi,3.6,1/15/2023,,
12617,Headphones,,22682.44,9,ten,south,UPI,5.2,March 5 2023,,
9504,Laptop,Accessories,82703.56,3,0.2,South,Credit Card,4.7,1/15/2023,,
10677,Mouse,Accessories,15934.97,1,0,South,Credit Card,4.3,1/15/2023,,
13072,Chair,,32216.26,2,ten,West,upi,4.9,1/10/2023,,
11204,Keyboard,Furniture,90041.64,11,0,NORTH,Cash,5.7,,,
13648,Tablet,Furniture,41345.45,11,0.1,East,UPI,3.7,March 5 2023,,
9913,Chair,Furniture,47022.33,10,?,,UPI,2.9,,,
11453,Phone,Furniture,74869.63,11,0.2,West,Debit Card,2.5,1/15/2023,,
14103,Monitor,Furniture,97224.3,13,ten,,Debit Card,3.8,,,
9120,Tablet,Accessories,15696.34,8,0.1,,Debit Card,4,March 5 2023,,
9387,Chair,Electronics,43885.06,12,,North,upi,1.5,,,
11381,Desk,Furniture,73759.06,4,0.1,East,Debit Card,1.1,1/15/2023,,
13262,Phone,Accessories,18945.63,11,0,West,upi,3,,,
13074,Mouse,Electronics,17456.17,0,0,South,Debit Card,2.5,1/10/2023,,
11976,Mouse,Furniture,61461.88,12,0.1,North,Credit Card,4,March 5 2023,,
14715,Laptop,,79668.64,11,0.05,North,upi,3,1/15/2023,,
14024,Chair,Electronics,51423.12,4,0.2,south,Credit Card,3.3,,,
12306,Phone,Accessories,74360.57,9,0.05,,UPI,5.1,1/15/2023,,
12066,Tablet,Electronics,27283.73,14,0.2,West,Credit Card,2.8,March 5 2023,,
11502,Monitor,Accessories,74482.43,6,ten,West,upi,5.1,March 5 2023,,
11036,Tablet,,7484.2,3,ten,East,upi,2.2,1/15/2023,,
14110,Phone,Furniture,48692.38,8,0,South,Credit Card,4.9,March 5 2023,,
10308,Laptop,Electronics,58274.83,11,0.1,West,Debit Card,3.2,March 5 2023,,
10771,Headphones,Electronics,98369.29,2,0.2,West,Debit Card,2.1,,,
13310,Headphones,,27645.34,5,0.2,South,,3,1/15/2023,,
9147,Phone,Furniture,3648.55,11,0,,UPI,2.7,March 5 2023,,
12414,Tablet,,5593.54,13,,south,upi,3.3,1/15/2023,,
10175,Chair,Electronics,86870.86,-2,0.2,South,,2.6,,,
12092,Chair,,65708.63,3,0.05,south,upi,5.9,1/15/2023,,
13659,Desk,Furniture,59011.86,0,ten,,Credit Card,3.3,1/10/2023,,
10766,Headphones,,40116.79,-1,0.1,NORTH,,1.5,1/10/2023,,
14740,Keyboard,Electronics,64695.77,14,ten,North,Debit Card,2.6,March 5 2023,,
9035,,,45451.62,9,0,NORTH,Debit Card,4.9,1/10/2023,,
9631,Keyboard,,7353.78,5,0.2,south,Cash,4.4,March 5 2023,,
12401,Chair,Electronics,5792.77,12,,West,Cash,4.2,1/10/2023,,
14294,Phone,Accessories,20519.71,1,0.2,East,upi,1.8,March 5 2023,,
9728,Desk,Electronics,68534.46,10,0,,upi,1.1,1/10/2023,,
13434,Chair,,40506.08,5,0.05,East,,4.8,,,
11108,Desk,,12833.38,7,0.1,South,Cash,2.2,1/15/2023,,
13036,Tablet,Electronics,97604.22,10,0,East,Debit Card,2.2,,,
10674,,,77540.77,-1,?,East,Credit Card,2.5,1/15/2023,,
14281,,Accessories,20971.4,0,0.1,East,,4.7,1/10/2023,,
9453,Keyboard,,29226.37,10,0.05,North,upi,5.8,March 5 2023,,
13016,Phone,,90537.21,8,?,south,UPI,3.9,1/10/2023,,
12874,Laptop,Furniture,73766.16,13,0.2,,UPI,5.7,,,
14482,Printer,Electronics,84474.77,4,?,East,Credit Card,3.9,1/10/2023,,
12983,Chair,Accessories,85661.5,4,0.05,,,3.8,March 5 2023,,
10058,Printer,Accessories,37482.42,-1,0,NORTH,,6,,,
12674,Laptop,Electronics,54885.3,6,0.2,East,Credit Card,2,1/15/2023,,
10523,Phone,Electronics,10471.06,10,ten,East,Credit Card,2.6,March 5 2023,,
10428,Keyboard,,29130.26,7,0.05,NORTH,UPI,3.7,1/10/2023,,
11922,Desk,Accessories,34686.63,1,?,West,UPI,1.1,March 5 2023,,
10802,Headphones,,90219.81,4,0.2,East,,5.2,March 5 2023,,
13999,Monitor,,82845.65,10,0.1,NORTH,UPI,1.7,1/10/2023,,
14475,Tablet,Furniture,59032.43,13,0.1,NORTH,UPI,2.4,1/15/2023,,
12648,Tablet,Furniture,45410.95,4,0.2,south,,1.7,,,
11331,,Electronics,81414.57,-2,0.05,NORTH,Debit Card,2.4,March 5 2023,,
10272,Desk,Furniture,29263.94,9,0.1,East,Cash,2.1,1/10/2023,,
11441,Desk,Furniture,16063.51,9,0.1,south,upi,4.6,1/15/2023,,
10699,Monitor,Accessories,75997.55,2,0.2,south,,2.3,,,
9448,Laptop,Electronics,70564.55,-2,0.2,East,UPI,1.9,March 5 2023,,
9207,Mouse,Furniture,89903.5,9,,South,Credit Card,3.3,1/10/2023,,
11130,Desk,Accessories,87699.41,5,0,south,Credit Card,4.4,March 5 2023,,
14282,Printer,Furniture,29942.7,5,0.2,,Cash,1.4,1/10/2023,,
11423,Printer,Furniture,3856.9,-1,0.2,North,Debit Card,1.3,1/10/2023,,
9981,Headphones,,6744.66,0,0.1,South,UPI,3.5,March 5 2023,,
10350,Chair,Furniture,1051.71,3,ten,East,Cash,1.5,,,
10218,Tablet,,23087.57,1,0.1,,Debit Card,2.4,,,
11799,Chair,,73267,8,?,South,UPI,5.4,March 5 2023,,
9932,Chair,Accessories,90818.74,11,0.2,North,Cash,1.1,1/15/2023,,
14154,,,8215.62,3,,East,UPI,3.1,1/15/2023,,
9085,Phone,Furniture,30894.68,13,0.2,south,,3.9,1/10/2023,,
11179,Chair,Accessories,93403.99,4,0.2,North,Cash,5.6,March 5 2023,,
13291,Laptop,Electronics,87937.79,-2,0.05,,Credit Card,5.6,1/15/2023,,
11406,Laptop,Furniture,-915.87,7,0.05,South,upi,2.2,March 5 2023,,
14462,Phone,Furniture,97312.54,7,ten,South,UPI,5.9,1/10/2023,,
13567,Laptop,Furniture,47541.16,13,0,NORTH,Cash,4.8,March 5 2023,,
11556,Monitor,Furniture,55271.63,-2,,West,,1.1,1/15/2023,,
9800,Printer,Furniture,87423.4,3,0.2,West,Cash,2.4,1/15/2023,,
12125,,Furniture,45080.35,14,ten,NORTH,Debit Card,3.7,March 5 2023,,
11720,,Accessories,30133.69,3,,,upi,2.4,1/10/2023,,
11855,Chair,Furniture,43571.52,6,0,East,Debit Card,5.1,,,
14194,Mouse,Furniture,53528.85,7,0.2,NORTH,upi,4.5,,,
14879,,Accessories,46196.44,7,0.05,South,upi,5.6,1/15/2023,,
14794,,,53003.33,12,?,,,3.8,,,
13292,Keyboard,,64350.79,-1,ten,,,2.9,,,
10246,Tablet,,810.06,10,,,,1.7,March 5 2023,,
14775,Keyboard,,19471.92,1,,NORTH,,3.6,March 5 2023,,
14301,Printer,,16296.82,8,ten,East,upi,5.4,1/15/2023,,
10485,Phone,Furniture,72901.64,14,,NORTH,,5.9,,,
11206,Phone,,23048.71,13,?,south,Credit Card,5.7,1/15/2023,,
14557,Headphones,Electronics,40653.59,3,0.05,West,Debit Card,2,,,
10546,Headphones,Accessories,28437.17,1,,North,Credit Card,3.7,1/10/2023,,
14004,,Accessories,63415.19,0,0.1,North,Credit Card,1.3,,,
9723,Keyboard,Furniture,81729.28,-1,ten,south,Credit Card,4.5,,,
12805,Keyboard,Electronics,29462.19,6,?,West,Cash,4.5,March 5 2023,,
14184,,Electronics,43887.35,-2,0.05,NORTH,Credit Card,2.7,1/10/2023,,
14200,Printer,Furniture,23981.59,0,ten,South,Credit Card,3.6,,,
11762,Laptop,Accessories,59892.15,-2,0.1,West,upi,4.3,March 5 2023,,
13194,Chair,Electronics,81217.8,11,?,East,UPI,2.6,,,
11642,Keyboard,Accessories,47001.49,14,ten,South,upi,3.5,,,
11419,Monitor,,60780.77,-2,0.1,East,upi,1.5,1/10/2023,,
12003,Phone,Accessories,66353.36,-2,0.1,West,upi,2.5,March 5 2023,,
14859,Headphones,Electronics,93704.23,-1,0.05,East,Cash,5.9,March 5 2023,,
11020,Phone,Electronics,84838.78,-1,0,NORTH,,5.3,March 5 2023,,
10498,Tablet,Furniture,85539.21,5,0.05,South,upi,3.8,1/10/2023,,
13499,Keyboard,Furniture,89629.04,14,0.1,NORTH,Debit Card,2.1,1/10/2023,,
10610,Chair,,89355.83,-1,0,North,upi,1.5,March 5 2023,,
12732,Monitor,,37717.08,14,,south,Cash,4.6,March 5 2023,,
10268,,,29837.7,8,?,West,UPI,5.6,1/10/2023,,
9004,Chair,Accessories,76648.03,7,ten,East,,1.9,1/10/2023,,
9766,Desk,Accessories,63813.36,5,ten,East,UPI,5.4,,,
13060,Headphones,Accessories,46495.51,2,,North,Debit Card,2.9,1/15/2023,,
13097,Headphones,,60379.37,-1,,West,Cash,4.4,1/15/2023,,
14448,Desk,Furniture,41875.6,0,0.2,south,UPI,5,,,
12686,Monitor,Electronics,8842.49,3,0,East,Debit Card,5.6,1/15/2023,,
9622,Monitor,Accessories,90339.66,-1,0,,,3.2,1/15/2023,,
9026,Desk,,37860.84,-2,,North,UPI,5.4,1/10/2023,,
12561,Headphones,,13355.69,-2,?,,UPI,1.7,,,
